"01_Mickey!Set01!Lighting01_DisplayName", "米奇吊燈"
"99_NonIP!Set12!Stove01!Color01_DisplayName", "白色燃氣爐"
"99_NonIP!Set12!Stove01!Color02_DisplayName", "黑色燃氣爐"
"99_NonIP!Set12!Stove01!Color03_DisplayName", "灰色燃氣爐"
"99_NonIP!Set12!Stove01!Color04_DisplayName", "淺灰色燃氣爐"
"99_NonIP!Set12!Stove01!Color05_DisplayName", "粉色燃氣爐"
"99_NonIP!Set12!Toaster01_DisplayName", "時尚麵包機"
"99_NonIP!Set13!WitchBed!color01_DisplayName", "橡樹枝編織床"
"99_NonIP!Set13!WitchBed!color02_DisplayName", "銀楓樹枝編織床"
"99_NonIP!Set13!WitchCandles01!color01_DisplayName", "橡樹枝蠟燭架"
"99_NonIP!Set13!WitchCandles01!color02_DisplayName", "樹枝蠟燭架"
"99_NonIP!Set13!WitchCauldron01_DisplayName", "沉重鐵坩堝"
"99_NonIP!Set13!WitchFireplace01!color01_DisplayName", "橡樹樹幹壁爐"
"99_NonIP!Set13!WitchFireplace01!color02_DisplayName", "銀楓樹幹壁爐"
"99_NonIP!Set13!WitchShelf01!color01_DisplayName", "橡木組合藥水架"
"99_NonIP!Set13!WitchShelf01!color02_DisplayName", "銀楓組合藥水架"
"99_NonIP!Set14!VirtuousBed01_DisplayName", "天空床"
"99_NonIP!Set14!VirtuousDoor01_DisplayName", "天空門"
"99_NonIP!Set14!VirtuousDresser01_DisplayName", "天空抽屜櫃"
"99_NonIP!Set14!VirtuousFireplace01_DisplayName", "天空壁爐"
"99_NonIP!Set14!VirtuousLight01_DisplayName", "天空三角旗之光"
"99_NonIP!Set14!VirtuousPillar01_DisplayName", "天空柱子"
"99_NonIP!Set14!VirtuousTableplant01_DisplayName", "金色植物"
"99_NonIP!Set14!VirtuousWindow01_DisplayName", "天空彩色玻璃燈"
"99_NonIP!Set15!NefariousBed01_DisplayName", "荊棘床"
"99_NonIP!Set15!NefariousDoor01_DisplayName", "荊棘門"
"99_NonIP!Set15!NefariousFireplace01_DisplayName", "荊棘壁爐"
"99_NonIP!Set15!NefariousLight01_DisplayName", "噩夢壁燈"
"99_NonIP!Set15!NefariousPillar01_DisplayName", "荊棘柱子"
"99_NonIP!Set15!NefariousVase01_DisplayName", "柔和的插花"
"99_NonIP!Set15!NefariousWardrobe01_DisplayName", "荊棘衣櫥"
"99_NonIP!Set15!NefariousWindow01_DisplayName", "荊棘彩色玻璃燈"
"99_NonIP!Set18!BottledShip01_DisplayName", "瓶中船"
"99_NonIP!Set18!NauticalChair01!color01_DisplayName", "紫色花紋靠墊椅"
"99_NonIP!Set18!NauticalChair01!color02_DisplayName", "紅色花紋靠墊椅"
"99_NonIP!Set18!NauticalChair01!color03_DisplayName", "黑色花紋靠墊椅"
"99_NonIP!Set18!NauticalChaise01!color01_DisplayName", "紫色躺椅配錨紋抱枕"
"99_NonIP!Set18!NauticalChaise01!color02_DisplayName", "紅色躺椅配錨紋抱枕"
"99_NonIP!Set18!NauticalChaise01!color03_DisplayName", "黑色躺椅配錨紋抱枕"
"99_NonIP!Set18!NauticalLight01_DisplayName", "深海章魚吊燈"
"99_NonIP!Set18!NauticalPiano01_DisplayName", "鋼琴"
"99_NonIP!Set18!NauticalTable01_DisplayName", "章魚桌"
"99_NonIP!Set18!NauticalWindow01_DisplayName", "彩色玻璃船窗戶"
"99_NonIP!Set19!ArchWindow01_DisplayName", "拱形寬窗"
"99_NonIP!Set19!Bookshelf01_DisplayName", "船舵書架"
"99_NonIP!Set19!CoffeeTable01_DisplayName", "船形咖啡桌"
"99_NonIP!Set19!Couch01_DisplayName", "航海主題沙發"
"99_NonIP!Set19!DrinkChest01_DisplayName", "保鮮箱"
"99_NonIP!Set19!MapRug01_DisplayName", "海圖地毯"
"99_NonIP!Set19!Ottoman01_DisplayName", "指南針擱腳凳"
"99_NonIP!Set19!Wallmap01_DisplayName", "海盜地圖（掛牆上）"
"99_NonIP!Set20!AutumnBench01_DisplayName", "萬聖節長椅"
"99_NonIP!Set20!FallPennants01_DisplayName", "金秋豐收三角旗"
"99_NonIP!Set20!FallWreath01_DisplayName", "金秋花環"
"99_NonIP!Set20!JackoLantern01_DisplayName", "歡樂傑克南瓜燈"
"99_NonIP!Set20!JackoLantern02_DisplayName", "淘氣傑克南瓜燈"
"99_NonIP!Set20!JackoLantern03_DisplayName", "友好傑克南瓜燈"
"99_NonIP!Set20!MarigoldPlanter01_DisplayName", "豐盛的萬壽菊花籃"
"99_NonIP!Set20!PampasGrassJug01_DisplayName", "蒲葦草壺"
"99_NonIP!Set20!PumpkinTower01_DisplayName", "南瓜堆"
"99_NonIP!Set20!Scarecrow01_DisplayName", "趣味南瓜稻草人"
"99_NonIP!Set21!BigGiftPile01_DisplayName", "大堆禮物"
"99_NonIP!Set21!FestiveChair01_DisplayName", "節日餐椅"
"99_NonIP!Set21!FestivePlateSet01_DisplayName", "節日餐盤和餐具"
"99_NonIP!Set21!FestiveRug01_DisplayName", "冬季米奇圓毯"
"99_NonIP!Set21!FestiveRug02_DisplayName", "圓形節日冷杉毯子"
"99_NonIP!Set21!GiftPile01_DisplayName", "一堆禮物"
"99_NonIP!Set21!HannukahRug01_DisplayName", "猶太教燭臺毯子"
"99_NonIP!Set21!Igloo01_DisplayName", "雪屋"
"99_NonIP!Set21!Kinara01_DisplayName", "點燃七支蠟燭的燭臺"
"99_NonIP!Set21!KwanzaaRug01_DisplayName", "燭臺毯子"
"99_NonIP!Set21!LargeGift01_DisplayName", "大號禮物盒"
"99_NonIP!Set21!LargeRoundGift01_DisplayName", "圓形大號禮物盒"
"99_NonIP!Set21!SmallFancyGift01_DisplayName", "小號華麗禮物盒"
"99_NonIP!Set21!SmallGift01_DisplayName", "小號禮物盒"
"99_NonIP!Set21!SmallRoundGift01_DisplayName", "小號圓形禮物盒"
"99_NonIP!Set21!WinterRug01_DisplayName", "冬季毯子"
"99_NonIP!SetLess!ArielRockBench_DisplayName", "石頭長椅"
"99_NonIP!Setless!BalloonArch01!color01_DisplayName", "藍銀氣球拱門"
"99_NonIP!Setless!BalloonArch01!color02_DisplayName", "白黃黑氣球拱門"
"99_NonIP!Setless!BalloonArch01!color03_DisplayName", "藍黃粉氣球拱門"
"99_NonIP!Setless!BalloonArch01!color04_DisplayName", "黃紅黑氣球拱門"
"99_NonIP!Setless!BalloonArch01!color05_DisplayName", "綠黃白氣球拱門"
"99_NonIP!Setless!BalloonCluster01!color01_DisplayName", "藍銀氣球束"
"99_NonIP!Setless!BalloonCluster01!color02_DisplayName", "白黃黑氣球束"
"99_NonIP!Setless!BalloonCluster01!color03_DisplayName", "藍黃粉氣球束"
"99_NonIP!Setless!BalloonCluster01!color04_DisplayName", "紅黑黃氣球束"
"99_NonIP!Setless!BalloonCluster01!color05_DisplayName", "綠黃白氣球束"
"99_NonIP!Setless!Basket01_DisplayName", "籃子"
"99_NonIP!SetLess!BeachLight01_DisplayName", "黃光沙灘短火炬"
"99_NonIP!SetLess!BeachLight01b_DisplayName", "綠光沙灘短火炬"
"99_NonIP!SetLess!BeachLight01c_DisplayName", "紅光沙灘短火炬"
"99_NonIP!SetLess!BeachLight01d_DisplayName", "藍光沙灘短火炬"
"99_NonIP!SetLess!BeachLight02_DisplayName", "黃光沙灘長火炬"
"99_NonIP!SetLess!BeachLight02b_DisplayName", "綠光沙灘長火炬"
"99_NonIP!SetLess!BeachLight02c_DisplayName", "紅光沙灘長火炬"
"99_NonIP!SetLess!BeachLight02d_DisplayName", "藍光沙灘長火炬"
"99_NonIP!SetLess!Bed01_DisplayName", "單人床"
"99_NonIP!Setless!BoardedWindow01_DisplayName", "用木板封起的窗戶"
"99_NonIP!Setless!BoardedWindow02_DisplayName", "用木板草草封起的窗戶"
"99_NonIP!Setless!BrokenBarrel01_DisplayName", "木桶部件"
"99_NonIP!Setless!BrokenBarrel02_DisplayName", "半個木桶"
"99_NonIP!SetLess!Campfire_DisplayName", "營火"
"99_NonIP!Setless!CandyBowl01!color01_DisplayName", "橙色萬聖節糖果碗"
"99_NonIP!Setless!CandyBowl01!color02_DisplayName", "綠色萬聖節糖果碗"
"99_NonIP!Setless!CandyBowl01!color03_DisplayName", "紫色萬聖節糖果碗"
"99_NonIP!SetLess!Chair01_DisplayName", "簡易廚房椅"
"99_NonIP!Setless!CoffinBench01_DisplayName", "「晚起」長椅"
"99_NonIP!Setless!CraftingStation01!color01_DisplayName", "木製作臺"
"99_NonIP!Setless!CraftingStation01!color02_DisplayName", "鐵製作臺"
"99_NonIP!Setless!DirtyChandelier01_DisplayName", "髒污吊燈"
"99_NonIP!Setless!DirtyCounter01_DisplayName", "髒污櫃子"
"99_NonIP!Setless!DirtyStove01_DisplayName", "髒污爐灶"
"99_NonIP!Setless!DirtyWallSconce01_DisplayName", "髒污壁燈"
"99_NonIP!Setless!DJBooth01_DisplayName", "DJ調音臺"
"99_NonIP!Setless!DJBooth02!color01_DisplayName", "晴空星光DJ臺"
"99_NonIP!Setless!DJBooth02!color02_DisplayName", "夜空星光DJ臺"
"99_NonIP!Setless!EspressoMach01_DisplayName", "咖啡機"
"99_NonIP!Setless!FishingTrap01_DisplayName", "捕魚籠"
"99_NonIP!Setless!FloatingCandles01_DisplayName", "漂浮蠟燭"
"99_NonIP!SetLess!Fountain01_DisplayName", "噴泉"
"99_NonIP!Setless!GenericMailbox!color01_DisplayName", "灰色郵筒"
"99_NonIP!Setless!GenericMailbox!color02_DisplayName", "紅色郵筒"
"99_NonIP!Setless!GothicRoseWindow01!color01_DisplayName", "白色哥特式玫瑰窗戶"
"99_NonIP!Setless!GothicRoseWindow01!color02_DisplayName", "黑色哥特式玫瑰窗戶"
"99_NonIP!Setless!GothicRoseWindow01!color03_DisplayName", "米色哥特式玫瑰窗戶"
"99_NonIP!Setless!GothicWheelWindow01!color01_DisplayName", "白色哥特式輪盤窗戶"
"99_NonIP!Setless!GothicWheelWindow01!color02_DisplayName", "黑色哥特式輪盤窗戶"
"99_NonIP!Setless!GothicWheelWindow01!color03_DisplayName", "米色哥特式輪盤窗戶"
"99_NonIP!Setless!GothicWindow01_DisplayName", "哥特式城堡窗戶"
"99_NonIP!Setless!GroundFountain01_DisplayName", "噴泉地磚"
"99_NonIP!Setless!Ingroundpool01_DisplayName", "游泳池"
"99_NonIP!SetLess!Lampost01!Var01_DisplayName", "圓形白光燈柱"
"99_NonIP!SetLess!Lampost01!Var01b_DisplayName", "圓形橙光燈柱"
"99_NonIP!SetLess!Lampost01!Var01c_DisplayName", "圓形粉光燈柱"
"99_NonIP!SetLess!Lampost01!Var01d_DisplayName", "圓形藍光燈柱"
"99_NonIP!SetLess!Lampost01!Var02_DisplayName", "圓形白色三叉燈柱"
"99_NonIP!SetLess!Lampost01!Var02b_DisplayName", "圓形橙色三叉燈柱"
"99_NonIP!SetLess!Lampost01!Var02c_DisplayName", "圓形粉色三叉燈柱"
"99_NonIP!SetLess!Lampost01!Var02d_DisplayName", "圓形藍色三叉燈柱"
"99_NonIP!Setless!Laptop01_DisplayName", "膝上型電腦"
"99_NonIP!Setless!MemoryShardReward_DisplayName", "記憶畫框"
"99_NonIP!Setless!OldBarrel01_DisplayName", "舊木桶"
"99_NonIP!Setless!OldFireplace01_DisplayName", "舊壁爐"
"99_NonIP!Setless!Phonograph01_DisplayName", "老式唱片機"
"99_NonIP!SetLess!PlantArea01!Soil_DisplayName", "圓形花壇"
"99_NonIP!SetLess!PlantArea01!Var01_DisplayName", "粉藍花花壇"
"99_NonIP!SetLess!PlantArea01!Var02_DisplayName", "黃紅藍花花壇"
"99_NonIP!SetLess!PlantArea01!Var03_DisplayName", "紫粉黃花花壇"
"99_NonIP!SetLess!PlantArea01!Var04_DisplayName", "紅黃花花壇"
"99_NonIP!SetLess!PlantArea01!Var05_DisplayName", "白紅紫花花壇"
"99_NonIP!SetLess!PlantArea01!Var06_DisplayName", "粉黃黑花花壇"
"99_NonIP!SetLess!PlantArea02!Soil_DisplayName", "方形花壇"
"99_NonIP!SetLess!PlantArea02!Var01_DisplayName", "粉藍紫花方形花壇"
"99_NonIP!SetLess!PlantArea02!Var02_DisplayName", "黃白花方形花壇"
"99_NonIP!SetLess!PlantArea02!Var03_DisplayName", "粉藍紫花方形花壇"
"99_NonIP!SetLess!PlantArea02!Var04_DisplayName", "黃綠紫花方形花壇"
"99_NonIP!SetLess!PlantArea02!Var05_DisplayName", "紅白紫花方形花壇"
"99_NonIP!SetLess!PlantArea02!Var06_DisplayName", "紅藍綠花方形花壇"
"99_NonIP!Setless!PortableRadio01!color01_DisplayName", "黑色復古便攜收音機"
"99_NonIP!Setless!PortableRadio01!color02_DisplayName", "黑色復古便攜收音機"
"99_NonIP!Setless!PortableRadio01!color03_DisplayName", "藍色復古便攜收音機"
"99_NonIP!Setless!RuinedFrame01_DisplayName", "毀掉的相框"
"99_NonIP!Setless!RuinedFrame02_DisplayName", "毀掉的橫向相框"
"99_NonIP!SetLess!Slabs01_DisplayName", "岩石地形"
"99_NonIP!Setless!Snowman!CrazyRichSnowman_DisplayName", "傲慢雪人"
"99_NonIP!Setless!Snowman!SnowKid_DisplayName", "雪娃娃"
"99_NonIP!Setless!Snowman!SnowMadam_DisplayName", "女士雪人"
"99_NonIP!Setless!Snowman!Snowman_DisplayName", "經典雪人"
"99_NonIP!SetLess!Table01_DisplayName", "小桌子"
"99_NonIP!SetLess!UrbanArch_DisplayName", "鑄鐵拱門"
"99_NonIP!SetLess!UrbanStreetlight_DisplayName", "黑色鑄鐵路燈"
"99_NonIP!SetLess!UrbanStreetlightb_DisplayName", "紫色鑄鐵路燈"
"99_NonIP!SetLess!UrbanStreetlightc_DisplayName", "藍色鑄鐵路燈"
"99_NonIP!SetLess!UrbanStreetlightd_DisplayName", "綠色鑄鐵路燈"
"99_NonIP!SetLess!UrbanTopiarySmall_DisplayName", "喜慶灌木"
"99_NonIP!Setless!WebbedTree01_DisplayName", "羅網樹"
"99_NonIP!SetLess!Window01_DisplayName", "小型窗戶"
"99_NonIP!SetLess!Window02_DisplayName", "拱形窗戶"
"99_NonIP!Setless!WoodenBox01_DisplayName", "粗製木箱"
"99_NonIP!Setless!ZenGarden01_DisplayName", "禪意花園"
"Asphalt_DisplayName", "瀝青路"
"BambooFence01!Base_DisplayName", "白色竹籬：基礎"
"BambooFence01!Ext!05m_DisplayName", "白色竹籬：5米"
"BambooFence01!Ext!10m_DisplayName", "白色竹籬：10米"
"BambooFence01!Ext!15m_DisplayName", "白色竹籬：15米"
"BambooFence01!Ext!20m_DisplayName", "白色竹籬：20米"
"BambooFence01!Ext!25m_DisplayName", "白色竹籬：25米"
"BambooFence01!Ext!30m_DisplayName", "白色竹籬：30米"
"BambooFence02!Base_DisplayName", "綠色竹籬：基礎"
"BambooFence02!Ext!05m_DisplayName", "綠色竹籬：5米"
"BambooFence02!Ext!10m_DisplayName", "綠色竹籬：10米"
"BambooFence02!Ext!15m_DisplayName", "綠色竹籬：15米"
"BambooFence02!Ext!20m_DisplayName", "綠色竹籬：20米"
"BambooFence02!Ext!25m_DisplayName", "綠色竹籬：25米"
"BambooFence02!Ext!30m_DisplayName", "綠色竹籬：30米"
"ChainFence01!Base_DisplayName", "黑色鐵網籬笆：基礎"
"ChainFence01!Ext!05m_DisplayName", "黑色鐵網籬笆：5米"
"ChainFence01!Ext!10m_DisplayName", "黑色鐵網籬笆：10米"
"ChainFence01!Ext!15m_DisplayName", "黑色鐵網籬笆：15米"
"ChainFence01!Ext!20m_DisplayName", "黑色鐵網籬笆：20米"
"ChainFence01!Ext!25m_DisplayName", "黑色鐵網籬笆：25米"
"ChainFence01!Ext!30m_DisplayName", "黑色鐵網籬笆：30米"
"ChainFence02!Base_DisplayName", "鐵網籬笆：基礎"
"ChainFence02!Ext!05m_DisplayName", "鐵網籬笆：5米"
"ChainFence02!Ext!10m_DisplayName", "鐵網籬笆：10米"
"ChainFence02!Ext!15m_DisplayName", "鐵網籬笆：15米"
"ChainFence02!Ext!20m_DisplayName", "鐵網籬笆：20米"
"ChainFence02!Ext!25m_DisplayName", "鐵網籬笆：25米"
"ChainFence02!Ext!30m_DisplayName", "鐵網籬笆：30米"
"Compositions!Beach!BeachOasis01_DisplayName", "熱帶綠植"
"Containers!MoanaRealm!VLG_Maui_Basket01_DisplayName", "毛伊的編織籃子"
"Containers!WallERealm!Fridge01_DisplayName", "生鏽的破冰箱"
"Containers!WallERealm!Fridge02_DisplayName", "生鏽的修復冰箱"
"CookingStation_DisplayName", "餐廳灶臺"
"CookingStationRatatouilleRealm_DisplayName", "小米的灶臺"
"DarkMountainFence!Base_DisplayName", "鐵刺籬笆：基礎"
"DarkMountainFence!Ext!05m_DisplayName", "鐵棒籬笆：5米"
"DarkMountainFence!Ext!10m_DisplayName", "鐵刺籬笆：10米"
"DarkMountainFence!Ext!15m_DisplayName", "鐵刺籬笆：15米"
"DarkMountainFence!Ext!20m_DisplayName", "鐵刺籬笆：20米"
"DarkMountainFence!Ext!25m_DisplayName", "鐵刺籬笆：25米"
"DarkMountainFence!Ext!30m_DisplayName", "鐵刺籬笆：30米"
"DarkWoodFence!Base_DisplayName", "深色木籬笆：基礎"
"DarkWoodFence!Ext!05m_DisplayName", "深色木籬笆：5米"
"DarkWoodFence!Ext!10m_DisplayName", "深色木籬笆：10米"
"DarkWoodFence!Ext!15m_DisplayName", "深色木籬笆：15米"
"DarkWoodFence!Ext!20m_DisplayName", "深色木籬笆：20米"
"DarkWoodFence!Ext!25m_DisplayName", "深色木籬笆：25米"
"DarkWoodFence!Ext!30m_DisplayName", "深色木籬笆：30米"
"Diorama!BeachScenery01_DisplayName", "熱帶海濱綠植"
"Door01_DisplayName", "簡易門"
"Fence!BrickCorner01_DisplayName", "磚砌角柱"
"GoldPath_DisplayName", "金色磚路"
"InvisibleDoor_DisplayName", "隱形門"
"InvisibleDoor_RV_DisplayName", "隱形房車門"
"IronBricks!Base_DisplayName", "鐵刺磚底籬笆：基礎"
"IronBricks!Ext!10m_DisplayName", "鐵刺磚底籬笆：10米"
"IronBricks!Ext!20m_DisplayName", "鐵刺磚底籬笆：20米"
"IronBricks!Ext!30m_DisplayName", "鐵刺磚底籬笆：30米"
"Minnie!VLG_Minn_040_Party_DisplayName", "快樂朋友俱樂部條幅"
"Mission!Event!XmasTree_DisplayName", "{Placeholder}Xmas Tree"
"Mission!Maui!HoleInTheGround_Worms_DisplayName", "蟲孔"
"Mission!Realm!Ratatouille!RLM_Remy_010_KeyH_HatchRealm_DisplayName", "廚房視窗"
"Mission!Realm!RLM_FrozenIP_Anna_010_BigWaterPuddle_DisplayName", "{Placeholder}Big water puddle"
"Mission!Realm!RLM_FrozenIP_Anna_010_CampFire_DisplayName", "{placeholder}RLM_FrozenIP_Anna_010_CampFire"
"Mission!Realm!RLM_FrozenIP_Anna_010_EarthMehnir_DisplayName", "地靈紀念碑"
"Mission!Realm!RLM_FrozenIP_Anna_010_Fire_1x1_DisplayName", "冰封之火(1x1)"
"Mission!Realm!RLM_FrozenIP_Anna_010_Fire_2x2_DisplayName", "冰封之火(2x2)"
"Mission!Realm!RLM_FrozenIP_Anna_010_FireEntrance_DisplayName", "{Placeholder}Entrance fire blocker"
"Mission!Realm!RLM_FrozenIP_Anna_010_FireMehnir_DisplayName", "火靈紀念碑"
"Mission!Realm!RLM_FrozenIP_Anna_010_HoleLoot_DisplayName", "{Placeholder}Treasure Hole"
"Mission!Realm!RLM_FrozenIP_Anna_010_RockCairn_DisplayName", "石堆"
"Mission!Realm!RLM_FrozenIP_Anna_010_WaterMehnir_DisplayName", "水靈紀念碑"
"Mission!Realm!RLM_FrozenIP_Anna_010_WaterPuddle2x2_DisplayName", "大水坑"
"Mission!Realm!RLM_FrozenIP_Anna_010_WindMehnir_DisplayName", "風靈紀念碑"
"Mission!Realm!RLM_FrozenIP_Elsa_010TreeWindChimes01_DisplayName", "低懸樹枝"
"Mission!Realm!RLM_FrozenIP_Elsa_010TreeWindChimes02_DisplayName", "低懸樹枝"
"Mission!Realm!RLM_FrozenIP_Elsa_010TreeWindChimes03_DisplayName", "低懸樹枝"
"Mission!Realm!ToyStory!RLM_Buzz_010_KeyH_Track01_2_DisplayName", "{Placeholder}Hot wheel track keyhole"
"Mission!Realm!ToyStory!RLM_Buzz_010_KeyH_Track01_DisplayName", "{Placeholder}Hot wheel track keyhole"
"Mission!Realm!ToyStory!RLM_Buzz_010_KeyH_Track03_2_DisplayName", "{Placeholder}Hot wheel track keyhole"
"Mission!Realm!ToyStory!RLM_Buzz_010_KeyH_Track03_DisplayName", "{Placeholder}Hot wheel track keyhole"
"Mission!Realm!ToyStory!RLM_Buzz_010_KeyH_Track04_2_DisplayName", "{Placeholder}Hot wheel track keyhole"
"Mission!Realm!ToyStory!RLM_PickaxeBlocker01_DisplayName", "{Placeholder}Pickaxe Blocker"
"Mission!Realm!ToyStory!RLM_ShovelBlocker01_DisplayName", "{Placeholder}Shovel Blocker"
"Mission!Realm!ToyStory!RLM_Woody_010_Ranch01_DisplayName", "{Placeholder}Ranch Keyhole"
"Mission!Secret!CastleSecretRoom!SecretRoom_Book01_DisplayName", "米奇的「不讓掃帚附魔的101種方法」"
"Mission!Secret!CastleSecretRoom!SecretRoom_Book02_DisplayName", "葛索媽媽的「安全隱藏高塔的秘密」"
"Mission!Secret!CastleSecretRoom!SecretRoom_Book03_DisplayName", "……這本書上有嚴重的抓撓痕跡"
"Mission!Secret!CastleSecretRoom!SecretRoom_Book04_DisplayName", "愛麗兒的「海面百科」"
"Mission!Secret!CastleSecretRoom!SecretRoom_Bookshelf_DisplayName", "秘密書架"
"Mission!Secret!CastleSecretRoom!SecretRoom_Chest_DisplayName", "密室寶箱"
"Mission!Secret!CastleSecretRoom!SecretRoom_CompletedBookshelf_DisplayName", "完整秘密書架"
"Mission!Secret!CastleSecretRoom!SecretRoom_DoorLock_DisplayName", "魔法門鎖"
"Mission!Secret!Donald!SEC_Dona_030_ActiveBeacon_DisplayName", "歸航指向標"
"Mission!Secret!Goofy!SEC_Goof_010_Raft_DisplayName", "神秘木筏"
"Mission!Story!BeachStory!MRQS070_AquamarinePedestal_DisplayName", "神秘雕像"
"Mission!Story!BeachStory!MRQS070_AtlanteanStatue_DisplayName", "神秘雕像"
"Mission!Story!BeachStory!MRQS070_AtlanteanStoneTablet_DisplayName", "神秘石碑"
"Mission!Story!BeachStory!MRQS070_EntrancePedestal_DisplayName", "古代裝置"
"Mission!Story!BeachStory!MRQS070_GarnetPedestal_DisplayName", "神秘雕像"
"Mission!Story!BeachStory!MRQS070_MagicWall01_DisplayName", "魔法牆"
"Mission!Story!BeachStory!MRQS070_MagicWall02_DisplayName", "魔法牆"
"Mission!Story!BeachStory!MRQS070_MagicWall03_DisplayName", "魔法牆"
"Mission!Story!BeachStory!MRQS070_PeridotPedestal_DisplayName", "神秘雕像"
"Mission!Story!Menhirs!Courage_DisplayName", "勇氣之柱"
"Mission!Story!Menhirs!Friendship_DisplayName", "友誼之柱"
"Mission!Story!Menhirs!Love_DisplayName", "愛情之柱"
"Mission!Story!Menhirs!Nurturing_DisplayName", "滋養之柱"
"Mission!Story!Menhirs!Power_DisplayName", "力量之柱"
"Mission!Story!Menhirs!Rememberance_DisplayName", "紀念之柱"
"Mission!Story!Menhirs!Trust_DisplayName", "信仰之柱"
"Mission!Story!Menhirs!Unity_DisplayName", "團結之柱"
"Mission!Story!MRQS_Mick_050_HoleInTheGround_RecipeBook_DisplayName", "地洞食譜書"
"Mission!Story!MRQS100_BigRockForBridge_DisplayName", "{Placeholder}BigRockForBridge"
"Mission!Story!MRQS100_SmallRockDarkSavannah_DisplayName", "{Placeholder}DarkSavannahRockBlocker"
"Mission!Story!PlateauMine!MRQS100_BarrelKeyhole_DisplayName", "{Placeholder}Barrel"
"Mission!Story!PlateauMine!MRQS100_PillarNote_DisplayName", "{Placeholder}Nothing"
"Mission!TO_DELETE!AnimalShelter_DisplayName", "動物收容所"
"Mission!TO_DELETE!MineralPedestal_DisplayName", "神秘基座"
"Mission!Village!Anna!VLG_Anna_040_SnowmanBundle_DisplayName", "{Placeholder} Snowman Bundle."
"Mission!Village!Ariel!VLG_Arie_020_EricStatue_DisplayName", "亞力克王子雕像"
"Mission!Village!Ariel!VLG_Arie_030_LilMermaidCraftingStation_DisplayName", "愛麗兒的製作臺"
"Mission!Village!Ariel!VLG_Arie_030_StationLayout_DisplayName", "愛麗兒的製作臺"
"Mission!Village!Ariel!VLG_Arie_040_MysticalCrystalPedestal_DisplayName", "神秘水晶基座"
"Mission!Village!Ariel!VLG_Arie_040_TabletKeyhole_DisplayName", "方形切口"
"Mission!Village!Buzz!VLG_Buzz_010_SpaceRangerShip_DisplayName", "太空騎警飛船"
"Mission!Village!Donald!VLG_Dona_010_RapairedChair_DisplayName", "{Placeholder}Donald's Repaired Chair"
"Mission!Village!Donald!VLG_Dona_010_RepairedBookShelf_DisplayName", "{Placeholder}Donald's Repaired Bookshelf"
"Mission!Village!Donald!VLG_Dona_010_RepairedCouch_DisplayName", "{Placeholder}Donald's Repaired Couch"
"Mission!Village!Donald!VLG_Dona_040_DreamlightFountain_DisplayName", "夢幻星光噴泉"
"Mission!Village!Elsa!VLG_Elsa_040_Pedestal01_DisplayName", "{Placeholder}Pedestal 01"
"Mission!Village!Elsa!VLG_Elsa_040_Pedestal02_DisplayName", "{Placeholder}Pedestal 02"
"Mission!Village!Elsa!VLG_Elsa_040_Pedestal03_DisplayName", "{Placeholder}Pedestal 03"
"Mission!Village!Elsa!VLG_Elsa_040_Pedestal04_DisplayName", "{Placeholder}Pedestal 04"
"Mission!Village!Elsa!VLG_Elsa_040_PuzzlePedestal_DisplayName", "{Placeholder} Puzzle Pedestal"
"Mission!Village!Kristoff!VLG_Kris_020_AnnaStatue_DisplayName", "安娜雕像"
"Mission!Village!Kristoff!VLG_Kris_040_Sleigh_DisplayName", "克里斯托夫的雪橇"
"Mission!Village!Moana!VLG_Moan_040_CoconutHint_DisplayName", "亂石泥灘"
"Mission!Village!Moana!VLG_Moan_040_PuaFootStepsBoat_DisplayName", "小豬胖胖的腳印"
"Mission!Village!Moana!VLG_Moan_040_PuaFootStepsForest_DisplayName", "小豬胖胖的腳印"
"Mission!Village!Moana!VLG_Moan_040_PuaFootStepsPond_DisplayName", "小豬胖胖的腳印"
"Mission!Village!Moana!VLG_Moan_040_PuaFootStepsUrban_DisplayName", "小豬胖胖的腳印"
"Mission!Village!Moana!VLG_Moan_040_SpawnSpilledFood_DisplayName", "散落的食物"
"Mission!Village!Moana!VLG_Moan_060_ConstellationAltar_DisplayName", "榮耀底座"
"Mission!Village!MotherGothel!VLG_Moth_010_RecordingDevice_DisplayName", "麥克莓樹"
"Mission!Village!MotherGothel!VLG_Moth_020_SunlightTorches_DisplayName", "陽光火炬插孔"
"Mission!Village!MotherGothel!VLG_Moth_040_FirePlace_DisplayName", "葛索媽媽的壁爐"
"Mission!Village!Remy!VLG_Remy_010_FurnitureBundle_DisplayName", "餐廳家具組合"
"Mission!Village!Scar!VLG_Scar_030_GeyserKeyhole_DisplayName", "火山噴泉"
"Mission!Village!Scar!VLG_Scar_040_HummingBirdFeeder_DisplayName", "太陽鳥餵食器"
"Mission!Village!Stitch!VLG_Stit_010_RepairedSign_DisplayName", "唐老鴨標誌"
"Mission!Village!Stitch!VLG_Stit_010_Uglysign_DisplayName", "史迪奇的唐老鴨標誌"
"Mission!Village!Stitch!VLG_Stit_030_RepairedTV_DisplayName", "史迪奇的電視"
"Mission!Village!Ursula!VLG_Ursu_060_KeyH_ActiveOrb_DisplayName", "啟用的魔力水晶"
"Mission!Village!Ursula!VLG_Ursu_060_KeyH_OrbAltar01_DisplayName", "烏蘇拉儀式基座"
